supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end
quality,: ,Latin America,: }ps,", ",2018-05-10,2026-01-12,0.93,0.77,1159,61
"_supplieda5-}5.orders, ", ,Asia Pacific, ,0,2018-06-10,2026-01-12,0.9,0.86,959,61
00: {,s:09,Europe,"contract,e: ",", ",2021-05-10,2026-01-12,0.86,0.79,2957,61
": -, 00-le",SUPemail5 ,Latin America,on,: ,2021-02-05,2026-01-12,0.88,0.88,1028,61
: , 0.l_ ,Europe,n8 ,:,2018-07-05,2026-01-12,0.93,0.88,3120,61
"-:8, ","on}.delivery8,qualitysupplied@, 6",Middle East & Africa,: ,contracts8,2021-01-18,2026-01-12,0.93,0.8,669,61
: ,:nnameon{,Middle East & Africa,0_,contactorders:.: ,2021-07-12,2026-01-12,0.82,0.88,1253,61
supplier,supplier: {-:00,Europe,",00 00",supplier_,2018-07-10,2026-01-12,0.92,0.82,1336,61
quality08start,rate,Middle East & Africa,end_l,", ",2019-03-21,2026-01-12,0.93,0.85,2001,61
}00,@T00:score 0_score81_:00,North America,supplier:1iddata,email..s2end,2021-07-22,2026-01-12,0.9,0.88,1260,61
_,",o00id--8_",North America,suppliercontact3,:_-country_endT00-SUPcontract.3,2019-07-18,2026-01-12,0.93,0.87,553,61
",",,Asia Pacific, ,_00,2018-05-10,2026-01-12,0.93,0.84,1891,61
: ," 0 idemail-T0000:., ",Asia Pacific,___delivery5}, 0.:_,2020-02-07,2026-01-12,0.82,0.77,550,61
",00: "," 0__7.,__-",Asia Pacific,: ,"-contract-T00,timecountrys7ion_9_contract:i_ratetimetime",2018-07-18,2026-01-12,0.84,0.82,1243,61
: , ,North America,on__end,:00,2019-04-22,2026-01-12,0.92,0.88,751,61
totaltime@country ,"quality_,regionscoreSUP__",Europe,country9,suppliernn@_,2020-07-14,2026-01-12,0.82,0.77,1191,61
: ,"_2onsuppliedsupplierSUPs,contract_ _",Latin America,{,",,  08",2018-05-10,2026-01-12,0.92,0.77,1394,61
"202,_",: ,Europe,00}o00:_emailid2_quality_ ,supplied,2020-09-01,2026-01-12,0.93,0.81,1340,61
: ,n{-email7_time,North America,SUP. ,:_supplied:9},2021-07-10,2026-01-12,0.86,0.78,734,61
:__supplieddelivery,",oendcontract_i",North America,:: ,"supplier_- 0,1-12",2018-05-10,2026-01-12,0.82,0.87,3116,61
,", ",North America,", ",,2020-04-14,2026-01-12,0.87,0.88,1662,61
,: ,Latin America,_7,":T00.,score_ 09supplied",2021-07-01,2026-01-12,0.88,0.86,1380,61
contract,", ",Europe,-e{quality3.2,-200 0_ 0orderssupplied_-5_email7.{. ,2019-05-18,2026-01-12,0.87,0.8,2110,61
",_end1",", ",North America, 0:i,:@: ,2018-05-12,2026-01-12,0.83,0.88,2067,61
", ",:00,Europe,s,8.s ,2018-12-05,2026-01-12,0.86,0.87,1561,61
:}00,: ,Latin America,: ,",- 0 ",2021-07-22,2026-01-12,0.82,0.84,1018,61
{name,: ,Latin America,-03T00,:,2021-05-30,2026-01-12,0.93,0.87,1192,61
. ,_-,Europe,supplier__,:0,2018-05-10,2026-01-12,0.82,0.84,540,61
", ",_}{,Middle East & Africa,", ",":i-8, ,l: ",2018-11-07,2026-01-12,0.88,0.78,3107,61
{,supplier,Middle East & Africa,oregion 0orders_ 0supplied,,2018-05-12,2026-01-12,0.93,0.86,3105,61
: ,on ,Europe,-s6,country_emailid{,2018-07-07,2026-01-12,0.93,0.8,928,61
", ","deliveryend,-2",North America,",,00:rate.2, ",: ,2019-09-05,2026-01-12,0.93,0.81,3120,61
countrytotal00ptotal: ,52start 0contract,Middle East & Africa,"9, ",", ",2020-08-12,2026-01-12,0.82,0.87,992,61
on,", ",North America,: , ,2020-03-22,2026-01-12,0.93,0.77,671,61
_ ,}orders_,North America,"5.contract,oneic 0:_l",",2_",2020-07-17,2026-01-12,0.87,0.88,711,61
contract_rate-2--supplied,: ,Europe,--p0-T000:}:regiontime8 ,S9o ,2019-05-05,2026-01-12,0.83,0.81,880,61
"contract_id1p8name1quality,_5on__end",: ,Asia Pacific,on,:1,2019-07-29,2026-01-12,0.93,0.82,1567,61
email,SUP3 0idstart,Europe,"contract, ",", ",2019-01-05,2026-01-12,0.82,0.86,919,61
: ,.region,Asia Pacific,: ,contact.: ,2020-06-20,2026-01-12,0.93,0.77,889,61
: , ,Europe,: ,contract9{,2020-06-05,2026-01-12,0.9,0.83,3112,61
", ",contracttotal8:8 ,North America,":, ",_name_: ,2019-01-12,2026-01-12,0.82,0.8,3104,61
contact 0.7} 0-1,},Europe,A.,: ,2019-09-16,2026-01-12,0.92,0.8,2120,61
: ,,Asia Pacific,: ,",:_ ",2020-06-05,2026-01-12,0.82,0.87,2750,61
_ 0: ,: ,Asia Pacific,total.@1,on ,2020-09-03,2026-01-12,0.82,0.88,3120,61
: ,.,Europe,",contract",: ,2020-05-10,2026-01-12,0.89,0.88,2088,61
supplier00supplier ,4equality-19,Europe,1id-a1 0.-aquality,: ,2018-05-10,2026-01-12,0.83,0.83,732,61
"one4a,s7,on ",-contactsuppliedeorders,Europe, ,: end5,2019-04-02,2026-01-12,0.93,0.77,1927,61
00qualitytime {,9:time,Europe, ,: ,2018-05-10,2026-01-12,0.83,0.8,540,61
s,",8",North America,SUP ,5,2018-05-10,2026-01-12,0.88,0.86,750,61
:: ,"rate.,timeid_ 0namel",North America,_quality,,2019-07-18,2026-01-12,0.92,0.8,1229,61
region,,Europe,supplier9countrytotal,:00,2019-01-12,2026-01-12,0.93,0.77,3114,61
,quality_}__,North America,s--}3SUP_end,onorders a,2018-09-13,2026-01-12,0.83,0.88,978,61
:_,",end",Europe,", ",supplied.,2019-01-01,2026-01-12,0.86,0.82,1030,61
9qualitycontract@ ,},North America,", ",00100,2020-11-10,2026-01-12,0.87,0.83,888,61
:} 1,email ,Asia Pacific,_endcontact008}-}:rate,s ,2021-05-25,2026-01-12,0.86,0.85,790,61
: ,", ",Europe,}rate,: },2020-09-19,2026-01-12,0.82,0.83,646,61
supplied_score_orders,{:0,Middle East & Africa,202 ,total,2019-07-08,2026-01-12,0.93,0.83,1557,61
supplier,:0,Europe,e00,: ,2020-02-25,2026-01-12,0.92,0.81,540,61
: ,country,Middle East & Africa,,: ,2018-07-10,2026-01-12,0.87,0.83,1344,61
rate_orders: ,,Asia Pacific,", ",: ,2020-07-12,2026-01-12,0.92,0.88,2103,61
qualitySUP,",: ",Asia Pacific,:score{,45{ ,2020-09-18,2026-01-12,0.88,0.81,610,61
: ,country,Latin America,contact a, 0rate: ,2018-05-10,2026-01-12,0.83,0.83,540,61
:. ,rate_rateT00time:00_supplied,North America,", ",country ,2019-05-21,2026-01-12,0.82,0.81,1924,61
:-email 0time ,a: ,Europe,}score, ,2019-09-10,2026-01-12,0.91,0.87,1113,61
: , S0 ,Europe,: ,contract: ,2018-09-03,2026-01-12,0.87,0.81,1058,61
007,00,Europe,-contract, ,2021-06-18,2026-01-12,0.88,0.8,963,61
: ,"s {p{, ",Latin America,contract_,: ,2020-05-05,2026-01-12,0.86,0.8,1302,61
", ", T00,North America,,_on,2019-07-10,2026-01-12,0.92,0.81,917,61
score,__id9,Middle East & Africa,_ ,: ,2019-09-12,2026-01-12,0.92,0.86,981,61
._email,: ,Europe,,: ,2018-12-20,2026-01-12,0.82,0.85,654,61
00: ,,North America,: id, ,2020-11-30,2026-01-12,0.82,0.86,3095,61
", ",",.s",Europe,: ,: ,2020-01-30,2026-01-12,0.9,0.77,1587,61
atime_,202 ,Latin America,",_ondeliveryquality ",S_ 0.,2018-06-21,2026-01-12,0.82,0.85,1253,61
contract4_e,o0,Latin America,::,: 800,2018-09-12,2026-01-12,0.87,0.82,1353,61
{quality2:00:SUPastart: 000.scoretotal00_T00: ,"T00 0, ",Asia Pacific,: ,country ,2021-07-22,2026-01-12,0.83,0.82,1552,61
", ",quality_a-,Europe,: ,-002.: ,2021-07-22,2026-01-12,0.82,0.88,1293,61
1,}-{52}0,Europe,"a 0id1_score77,_end",: ,2021-02-15,2026-01-12,0.82,0.86,2893,61
", ",7,Europe,", ",_score1: ,2020-08-18,2026-01-12,0.93,0.85,1040,61
_rate___delivery5,"contract5.nquality-, S",North America,", ","} 7: , ",2021-07-22,2026-01-12,0.83,0.88,3104,61
",suppliers}",:e,Asia Pacific,endstartemail.,008countrys00,2020-03-08,2026-01-12,0.93,0.83,1082,61
on_s.,-12orders,Europe,supplier ,2025_: 600,2018-05-10,2026-01-12,0.92,0.8,878,61
contract_}7 ,: ,Latin America,", ","0contact1_rate00.,",2021-07-22,2026-01-12,0.9,0.87,648,61
",p00on_-",country-9,North America,@_score,}_.,2019-09-01,2026-01-12,0.87,0.85,878,61
.8}_,,North America,: ,contact,2018-07-17,2026-01-12,0.87,0.82,3105,61
region028.,"qualityorders_:_deliveryasupplierrate, 0score",Europe,0}}_name: ,{asp5supplier8start--: ,2019-07-20,2026-01-12,0.83,0.84,2834,61
5}.,,North America,"--.,_00deliveryendSUP", ,2018-08-10,2026-01-12,0.93,0.81,700,61
quality{_name__la4 2,1: ,Asia Pacific,}on1-0T00delivery, ,2021-07-08,2026-01-12,0.82,0.84,3100,61
8ordersquality.00,202_rate-: ,North America,":, ",,2020-07-27,2026-01-12,0.93,0.82,2113,61
", _delivery"," 0__time_n,",Asia Pacific,A ,n ,2018-08-12,2026-01-12,0.91,0.79,1574,61
:_ ,suppliero__,Asia Pacific,202,:id ,2019-07-16,2026-01-12,0.93,0.82,1362,61
-a8 ,8._contactidsupplied_name,Latin America, ,",: ",2018-06-22,2026-01-12,0.88,0.77,1885,61
:..{,{: ,Latin America,contract: ,supplier,2021-02-28,2026-01-12,0.85,0.88,2015,61
: ,__,Latin America,e1pT00:00, ,2020-09-14,2026-01-12,0.93,0.84,1247,61
supplier_on_.,:00,North America,",}delivery9countryemail",", ",2019-05-12,2026-01-12,0.86,0.87,1243,61
 08@5-,: .00idcontract,North America,", {2",-____o5,2018-08-12,2026-01-12,0.93,0.86,986,61
", ",: ,Europe,:0000,: ,2020-05-22,2026-01-12,0.85,0.88,1343,61
region,: ,Middle East & Africa,{,: ,2018-05-10,2026-01-12,0.89,0.77,559,61
", ",supplier01_{}idT00-01,North America,9_,"0end}start,emailend.supplier",2020-12-12,2026-01-12,0.82,0.87,2886,61
s_00,-_,North America,"8,_00}_o","rate: 0-, ",2021-02-03,2026-01-12,0.89,0.87,1968,61
n.orders3deliveryon,:country,Middle East & Africa,", ",sn 0.82 0_supplied,2019-04-10,2026-01-12,0.93,0.82,3119,61
,:SUP,Asia Pacific,__,:T00 qualitycontact-contract_8. ,2020-11-02,2026-01-12,0.82,0.79,2111,61
country,",00",Latin America,", ",", ",2020-12-21,2026-01-12,0.84,0.87,2464,61
-} ,} 8_},North America, ,suppliersupplier:T00_id{,2019-02-05,2026-01-12,0.88,0.78,2789,61
region,"rate,",North America,end16,contactcontract7,2021-05-30,2026-01-12,0.92,0.86,1884,61
: l{,rate__2,Europe,-{S__,.contract8__,2019-11-12,2026-01-12,0.93,0.77,1022,61
: ,p_email 0,Europe,"country-,-{-}6 0.-}, ",._supplied_time2_},2021-03-09,2026-01-12,0.87,0.81,729,61
 n{supplied7supplieddata_0,_id,Latin America,: ,: ,2019-02-24,2026-01-12,0.93,0.88,2018,61
,__00supplierid,Europe,:_2: ,1}{,2020-03-03,2026-01-12,0.84,0.77,1343,61
2_time-7-supplier3T00}9a ,5,North America,: , ,2019-08-18,2026-01-12,0.93,0.85,1197,61
,"contact_, ",North America,0.__ ,":timen00, ",2018-05-10,2026-01-12,0.93,0.83,949,61
: ,idponon,Europe,":, ",-SUP,2021-07-17,2026-01-12,0.82,0.88,1599,61
0,_SUP ,Latin America, 0 ,: ,2018-08-16,2026-01-12,0.92,0.78,2116,61
", {.id ","total00, ",Asia Pacific,contact_a 0region,1a8__suppliedscore,2020-05-22,2026-01-12,0.93,0.85,919,61
:,0,Europe,1_.___,"contacttotal__i,",2020-02-14,2026-01-12,0.82,0.88,806,61
: ,contact,Europe,email ,", ",2020-11-14,2026-01-12,0.83,0.88,823,61
: ,", 0start9-sregion:00",North America,"l,_._supplierend",--aT009:900:delivery12orders9,2018-05-10,2026-01-12,0.82,0.77,2120,61
: ,contactemail_,Latin America,contract1SUP,quality_id00.,2018-05-10,2026-01-12,0.83,0.77,1364,61
 ,,Latin America,qualityi{0s,8region ,2020-02-15,2026-01-12,0.83,0.81,2111,61
:,", ",Europe,",","contractsupplierstart@, ",2018-07-12,2026-01-12,0.91,0.88,1946,61
"contract_@time, ",: ,Middle East & Africa,:end ,", ",2021-06-17,2026-01-12,0.91,0.88,779,61
: ,"supplier_-, ",Europe,contractT000,"supplier,-",2018-06-20,2026-01-12,0.93,0.88,1655,61
: timeemail , 74__,Europe,", ",quality9}2009,2020-06-17,2026-01-12,0.93,0.84,1366,61
009}delivery8,contact: ,Latin America,: ,on {,2018-05-10,2026-01-12,0.89,0.82,2093,61
: ,,Middle East & Africa,-region,:-4 ,2020-06-01,2026-01-12,0.83,0.77,750,61
 _quality{_:1,nameend,Europe,}supplier-}_: ,,2020-09-22,2026-01-12,0.82,0.77,1904,61
supplier,qualityend,North America,", ",",SUPocontract1_}00. ",2018-07-20,2026-01-12,0.88,0.81,3120,61
"-, ",: ,Europe,data_.,contract ,2020-05-01,2026-01-12,0.83,0.88,1571,61
score,,Europe,":00,.",on,2020-07-15,2026-01-12,0.89,0.77,726,61
id,SUP 0,Latin America,-time-00,___9time:orders,2019-07-22,2026-01-12,0.93,0.81,566,61
4id. ,: }a-,Middle East & Africa,supplier ,2on5deliveryoncontract,2021-04-22,2026-01-12,0.92,0.82,731,61
on,",",Latin America,total,",T00,",2018-05-18,2026-01-12,0.91,0.82,645,61
 , ,Europe, ,:delivery,2020-02-25,2026-01-12,0.82,0.88,3109,61
start ,"e, 00",Latin America,20200:orders__ ,,2018-05-10,2026-01-12,0.82,0.87,1956,61
", ",quality_00,Europe,SUP,o,2018-05-10,2026-01-12,0.93,0.8,1688,61
region,: ,Europe,},total8namee,2021-02-12,2026-01-12,0.93,0.81,540,61
sT00_:00T00:a8: ,total__,Europe,:00: ,"timeSUPon___.sdelivery,8endT00:00total_",2019-06-05,2026-01-12,0.93,0.88,1103,61
-@,:00scorecontract2a4: ,Asia Pacific,,"rateemail, 0",2018-07-03,2026-01-12,0.91,0.78,1516,61
"s:,{",,North America,",00e", ,2018-07-21,2026-01-12,0.82,0.88,1424,61
:  , 0,Europe,: ,4 ,2018-11-20,2026-01-12,0.89,0.83,1385,61
", ",T00: ,Middle East & Africa,id 00:2_,totaleltotalcountrydeliveryaorders_: ,2019-07-30,2026-01-12,0.87,0.86,1470,61
,: 9,North America,", ",": ,",2018-07-22,2026-01-12,0.82,0.77,540,61
: ,-countryi7 {,Asia Pacific,5{,":_, ",2020-07-14,2026-01-12,0.93,0.88,589,61
: ,":8end, ",Asia Pacific,p0000:: ,",}84i:_",2018-05-10,2026-01-12,0.82,0.81,3112,61
",: ",00: ,Europe,: contract,_:T00 ,2018-05-10,2026-01-12,0.82,0.88,555,61
_____start,onstart,Latin America,"data, ",n_ 0}delivery,2018-05-10,2026-01-12,0.89,0.81,862,61
s{country,,Asia Pacific,_s_total ,:},2019-02-14,2026-01-12,0.82,0.81,1488,61
 ,score0,Europe,"start:, ","-:, ., ",2019-11-19,2026-01-12,0.93,0.81,820,61
contractdelivery ,: ,Latin America,contract_supplied: 0,", ",2019-10-09,2026-01-12,0.93,0.81,861,61
totalstart,: ,Latin America,"qualitya00contact@_s-,score",start,2021-07-22,2026-01-12,0.93,0.83,2145,61
contracte9_8region},contact__:email:9,Asia Pacific,___00rate_,: ,2019-01-24,2026-01-12,0.87,0.85,754,61
start,: ,Europe,:i_i9s88_5}}i,__idstart_,2019-04-03,2026-01-12,0.82,0.82,976,61
,: ,Europe,: ,country ,2018-12-21,2026-01-12,0.82,0.88,2095,61
supplier_,SUP,North America,:,.,2019-11-18,2026-01-12,0.93,0.86,1562,61
", ",data900_,Latin America,s__ 0SUP,7_4.,2020-06-14,2026-01-12,0.93,0.81,679,61
_email,quality_s,Europe,contracta000000: ,":001,i {",2019-07-10,2026-01-12,0.83,0.83,1807,61
:00,supplier_id,Europe,s_,", ",2019-07-21,2026-01-12,0.89,0.8,1586,61
T00: ,data ,Europe,4,suppliercountryemailend: ,2020-09-03,2026-01-12,0.88,0.87,1273,61
: ,contract,North America,,", __}-_",2019-07-10,2026-01-12,0.84,0.87,751,61
region,contract,Europe,supplier: -a,contract_,2020-09-01,2026-01-12,0.83,0.88,2409,61
 ,",:quality_on",Middle East & Africa,"}-5, ",SUP,2018-11-14,2026-01-12,0.88,0.86,2992,61
 ,quality,Latin America,: ,"s,time00 ",2019-11-12,2026-01-12,0.92,0.86,540,61
contract1contact_:{ ,T00a-nsupplier,Europe,quality,contractscore,2019-03-05,2026-01-12,0.93,0.77,1899,61
_s,,Latin America,country,_start,2018-07-01,2026-01-12,0.84,0.88,2983,61
: ,:,Europe, ,: ,2019-06-01,2026-01-12,0.93,0.82,3102,61
"@email, ",Ssupplier,Asia Pacific,data, ,2018-05-10,2026-01-12,0.84,0.8,811,61
{,,North America,o._5_contact2_,"supplied, ",2018-06-12,2026-01-12,0.82,0.81,2495,61
00,: ,North America,ostart-_,", ",2020-05-22,2026-01-12,0.82,0.85,2103,61
,: ,Europe,8time00,contract_ 00,2021-07-22,2026-01-12,0.93,0.88,1243,61
:} ,{_-,Latin America,: ,}5,2018-05-10,2026-01-12,0.93,0.87,997,61
: ,"_idSUP,a@name",Latin America,9total,: ,2019-11-20,2026-01-12,0.87,0.82,1845,61
", ",:00.rate: dcontract,Latin America,}email,: ,2021-07-22,2026-01-12,0.89,0.86,1553,61
country,: ,North America,: ,-T005 ,2020-01-21,2026-01-12,0.88,0.83,2859,61
}3_timestartSUP},", ",North America,", ",1_id-countrytimeT00,2021-05-18,2026-01-12,0.87,0.88,540,61
quality1,"202, ",Asia Pacific,supplier: contract,l2,2021-07-19,2026-01-12,0.84,0.86,2673,61
::,._email,North America,: ,supplier_region,2019-12-22,2026-01-12,0.93,0.82,1612,61
: ,supplier5,Europe,2, ,2019-09-10,2026-01-12,0.93,0.82,866,61
_e,":, ",Europe,202SUP00}id00,region: ,2018-05-10,2026-01-12,0.93,0.77,949,61
s 0,n ,Middle East & Africa,: l_name,contract: ,2020-06-15,2026-01-12,0.83,0.81,3120,61
", ",qualityi}onic: ,Latin America,::7,@01_ 0emailn,2020-06-02,2026-01-12,0.88,0.88,1194,61
"totalT00,-01ai__",data,Europe,: ,supplier_ 0.e:time_,2018-05-10,2026-01-12,0.91,0.82,555,61
suppliera,"start5_deliveryT00, ",Asia Pacific,namenscore9:,",",2018-07-20,2026-01-12,0.93,0.85,2116,61
Aid: ,totalscore00,Europe,_orderstime:: ,_id ,2020-11-08,2026-01-12,0.89,0.88,833,61
email_ ,contract_._delivery_,Asia Pacific,", ",", time-emailon}rate0",2018-05-10,2026-01-12,0.93,0.85,1474,61
",00,delivery",contact_ ,North America,- 98-p: ,"00, ",2019-06-14,2026-01-12,0.82,0.88,851,61
"id.:, ",", ",Latin America,contact__: 0.}:-,SUP_name,2020-06-12,2026-01-12,0.92,0.87,540,61
}o 0_i0a-scoreid-0delivery}i7qualitycontract,,Europe,: ,5,2020-09-10,2026-01-12,0.83,0.88,655,61
} ,,Europe,: 00,id ,2019-07-22,2026-01-12,0.93,0.82,2115,61
",7", ,Europe,: ,A,2019-06-28,2026-01-12,0.92,0.82,1932,61
idcountry:econtract_@3 ,,Middle East & Africa,{,id,2018-09-18,2026-01-12,0.93,0.82,1560,61
2rate22contract__,"contract, ",Latin America,: ,"{,",2019-05-12,2026-01-12,0.93,0.82,654,61
supplier_00,", ",North America,"00}8l, ",: 00_end,2019-07-05,2026-01-12,0.89,0.85,1247,61
"}email._@time__time,delivery ",,North America,e_8 ,@_a_ score,2020-03-26,2026-01-12,0.87,0.88,1227,61
"total-s-p, ",", ",North America,:contract,SUP{1id_: ,2021-07-22,2026-01-12,0.93,0.85,540,61
 idscore_,"total7p_ordersT00-,4",Europe,email-,S_{,2018-06-05,2026-01-12,0.93,0.87,767,61
contact ,contractstartcontract ,North America,",, ",":, ",2021-07-18,2026-01-12,0.88,0.78,936,61
: ,"-, ",North America,", ",contact00,2018-08-20,2026-01-12,0.9,0.82,1366,61
 9__,contractendscore:: ,Middle East & Africa,: ,quality,2018-05-10,2026-01-12,0.82,0.88,1260,61
", ","totalse@00delivery,.",Asia Pacific, 0,2 ,2020-07-10,2026-01-12,0.86,0.88,871,61
1} 0_ ,:9p_onl_id,Latin America,: ,_1: ,2019-03-08,2026-01-12,0.91,0.78,1342,61
: ,00,Europe,contact 0: ,"-_delivery,startend_{__",2018-06-27,2026-01-12,0.82,0.83,3120,61
: ,7} ,Latin America,:9_0 0,data_score,2018-07-03,2026-01-12,0.93,0.88,869,61
:o,..93: ,North America,{,a ,2019-04-10,2026-01-12,0.82,0.87,1696,61
  ,: e,Asia Pacific,",7",contact,2021-05-30,2026-01-12,0.82,0.85,2168,61
 0:. ,,North America,__ ,", _",2018-05-10,2026-01-12,0.87,0.85,2156,61
 ,: ,Latin America,suppliercontact_,: ,2020-02-18,2026-01-12,0.83,0.83,2036,61
: ,"country00-s42ouregion, ",North America,", ", ,2018-07-02,2026-01-12,0.82,0.8,799,61
country,", ",Latin America,", ",--:.deliveryT0000_00,2020-09-25,2026-01-12,0.82,0.88,649,61
 ,contact_00- ,Middle East & Africa,: ,_4_,2020-05-22,2026-01-12,0.82,0.88,823,61
contractT00 contract: ,", ",Latin America,}-,:e,2020-06-09,2026-01-12,0.92,0.88,862,61
SUP__,contact,North America,email,email,2020-07-03,2026-01-12,0.93,0.85,1288,61
", ",: ,Asia Pacific,",_ ",supplier_{,2019-09-03,2026-01-12,0.93,0.87,1556,61
"supplier,000",- ,North America, ,_-2,2018-07-06,2026-01-12,0.82,0.86,1257,61
: ,: -0supplier ,Europe,",, {",:}a88:00}total,2019-09-06,2026-01-12,0.83,0.85,879,61
:00,contact _on1quality:: ,Latin America,", ",s ,2021-02-20,2026-01-12,0.82,0.8,1378,61
supplier,: ,Europe,country: ,", ",2020-05-20,2026-01-12,0.83,0.85,1893,61
start,,Asia Pacific, s,",country ",2018-12-03,2026-01-12,0.89,0.85,1969,61
"qualitysupplied, ",end _orders{T0000:00,Europe, ,a},2020-02-10,2026-01-12,0.93,0.81,1333,61
", on",ep_ ,Latin America,quality___,8s,2018-09-10,2026-01-12,0.93,0.77,1496,61
"T00s00,-. ",", ",Latin America,quality_}e 0time0,on4 0.T00,2020-01-10,2026-01-12,0.82,0.88,2061,61
,-contract ,North America,.,rate 08a.,2019-03-10,2026-01-12,0.82,0.88,1242,61
",,supplier1",: ,Europe,id ,{_,2020-07-30,2026-01-12,0.92,0.86,888,61
}_end,: ,Europe,: ,"emailratecontact: 0, 8start3@_",2018-05-10,2026-01-12,0.92,0.87,860,61
region 0,:}0,Middle East & Africa, ,7_p,2018-07-22,2026-01-12,0.9,0.83,1555,61
@_orders_}_,: ,Europe,":,,_ ",quality_ 05 ,2019-05-05,2026-01-12,0.93,0.81,1247,61
T00: end00,SUPcontract-supplier.,Asia Pacific,:00total: ,":-end00,: ",2018-10-01,2026-01-12,0.85,0.87,2764,61
delivery00 01-00_,country.,Middle East & Africa,quality,p_name_i,2020-07-04,2026-01-12,0.86,0.8,1191,61
.,,Europe,on ,,2020-04-17,2026-01-12,0.92,0.81,540,61
: ,48a,Europe,"_, ",: ,2021-07-22,2026-01-12,0.83,0.82,980,61
rate-_startscore_deliverye,", ",Asia Pacific, ,email00_ 0-delivery,2019-09-10,2026-01-12,0.88,0.79,1512,61
email__ ,data:,Europe,4},",on,quality8",2020-06-18,2026-01-12,0.93,0.87,1663,61
: , ,North America,:8_,",",2018-05-10,2026-01-12,0.89,0.86,875,61
: ,":contract.,supplied7,ia00aendaordersregion",Europe,.aorderstotal , 0 ,2020-09-12,2026-01-12,0.84,0.88,1600,61
SUP9,,Latin America,", ",",",2019-12-01,2026-01-12,0.93,0.77,1551,61
contract_,: ,North America,} ,_start,2021-04-07,2026-01-12,0.93,0.77,915,61
: ,,Europe,p4oendstart,data-@{_scorea,2020-07-15,2026-01-12,0.82,0.82,1359,61
: ,: ,North America,: ,p ,2018-05-10,2026-01-12,0.93,0.81,910,61
,.quality,Latin America,:totalquality00,-time_}:00,2020-09-17,2026-01-12,0.93,0.85,863,61
00_orders,:9,Europe,,{_ ,2020-07-01,2026-01-12,0.92,0.84,3120,61
contract , ,North America,T0000 ,",, ",2019-10-03,2026-01-12,0.93,0.77,2948,61
,",8. ",Europe,contract {,"00: 0,: ",2019-08-29,2026-01-12,0.93,0.88,3085,61
01,esupplier 0time,Asia Pacific,",9supplied",id7emailorders_- ,2018-07-01,2026-01-12,0.83,0.88,1555,61
-ordersqualitye7:00{,_7rate,Asia Pacific,:00,-idid1,2018-08-22,2026-01-12,0.93,0.81,540,61
:on_rate,score_5,Europe,total,: ,2018-07-18,2026-01-12,0.88,0.88,2495,61
SUPis,_emailqualityname,Europe,: ,contractsupplier: ,2021-07-20,2026-01-12,0.93,0.77,551,61
 ,,Europe,: ,", ",2021-07-22,2026-01-12,0.89,0.86,3063,61
}67,: ,Middle East & Africa,end,{,2021-03-05,2026-01-12,0.92,0.85,2828,61
 0_,quality 0_:: ,Europe,end1 0-,: __id ,2018-07-21,2026-01-12,0.83,0.86,547,61
_start,,North America,on_id, ,2018-05-10,2026-01-12,0.86,0.84,590,61
,", ",Europe,: ,", ",2018-09-30,2026-01-12,0.93,0.81,1846,61
 ,@ 0,North America,"contact00i,",202,2019-06-18,2026-01-12,0.93,0.82,3111,61
: 0-0@}00.icountry9,onontimesupplier 01eosl9quality9_,Europe,o_end,: ,2019-06-12,2026-01-12,0.93,0.85,1873,61
 ,", ",Europe,_2-00-ordersdelivery. 03_1e{,country ,2018-12-18,2026-01-12,0.83,0.81,719,61
onemail}o@7name:contracto_.,":.emailcontact7,..s.1.quality:rate0}",North America,__,: ,2019-04-16,2026-01-12,0.82,0.81,2105,61
_supplier},202rate ,North America, 38:7--po_rate:0000@,total__id@end,2020-02-03,2026-01-12,0.83,0.79,991,61
00, 0- ,North America,: ,endcontractT00: ,2020-09-01,2026-01-12,0.93,0.88,3075,61
00.7,total00e,Asia Pacific,: contract_0,,2019-07-22,2026-01-12,0.92,0.8,3112,61
 1time,",",North America,: ,SUP,2021-05-10,2026-01-12,0.82,0.83,2111,61
:,", ",North America,: ,",, ",2018-07-02,2026-01-12,0.93,0.81,1861,61
:time:.,", ",Latin America,,":, ",2018-05-10,2026-01-12,0.83,0.85,1605,61
contracto,", ",North America,", ",202__: ,2019-07-05,2026-01-12,0.9,0.87,2121,61
", ",: ,Latin America,datapl ,_,2018-09-18,2026-01-12,0.82,0.77,556,61
