supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied
",",",{",Asia Pacific,{}@,: ,2020-11-18,2025-11-03,0.91,0.88,3106
: ,}-_2,North America,", ",", S2p_deliveryordersnamedeliverystartn",2020-01-22,2024-11-16,0.82,0.77,869
202,,Europe,8 ,:name8,2021-07-12,2026-01-12,0.82,0.77,1276
",endsuppliednametotal","__a, 0-@, ",Latin America,: ,A-,2019-12-10,2024-09-20,0.88,0.82,1249
supplier ,",8_00} _ 01--a",Europe,: ,",, ",2020-07-21,2021-12-01,0.93,0.81,1245
:supplier { ,on_,Latin America,00-,", i",2020-07-03,2024-11-17,0.9,0.85,932
supplier_orders,202:contacts,Europe,80deliveryi88 ,:4-total9region,2019-05-22,2025-05-12,0.82,0.83,2111
00rate,contract__time8endT00:si_supplied:,Europe, ,: ,2021-04-10,2025-01-04,0.84,0.81,1309
total_,_-_,Europe,: ,: ,2021-03-20,2025-01-05,0.91,0.84,545
contactscore700.,contract_rate,Middle East & Africa,: ,data8200,2021-07-22,2026-01-12,0.93,0.84,1903
: ,,Europe,.: ,",",2020-07-10,2024-09-09,0.86,0.88,743
: ,l00-500-a300e_,Latin America,",{",", ",2018-05-10,2023-09-18,0.93,0.83,2120
"18004-}, ",,Middle East & Africa,email,delivery,2019-12-05,2024-03-12,0.82,0.83,3104
"-,6"," 0supplied, score.s",North America,"delivery::, ",supplierregion,2019-07-01,2025-09-12,0.9,0.83,1563
_T00800,: ,Asia Pacific,00,contract__ ,2021-07-22,2026-01-12,0.92,0.82,1866
:00,",  T00",Europe,supplier::eic-SUP1:score:name1i 0,idcountry,2019-09-15,2026-01-12,0.93,0.88,2119
",: 14 ",",orders 0-- ",North America,"},start ",0,2019-06-22,2021-12-01,0.93,0.86,937
:_,supplier,Asia Pacific,data,,2018-12-01,2024-07-12,0.89,0.85,1003
 ,totaloesupplied.e,Europe,_orders.on8o{,: ,2020-07-15,2026-01-12,0.92,0.86,1809
":00, ",1 ,Asia Pacific,8}start,,2020-12-22,2023-05-14,0.82,0.83,2112
: ,: ,Middle East & Africa,"supplied__start, {",: 8},2021-07-22,2026-01-12,0.84,0.85,3101
quality1_ ,", ",Europe, ,"o:00.,time00contractid_rate: _score",2018-07-20,2024-01-12,0.93,0.86,882
:,-,Europe,",contract",,2019-03-22,2025-09-15,0.82,0.77,991
: ,2_ ,Latin America,: ,",_quality_supplierorders ",2018-05-10,2024-09-17,0.88,0.77,871
: ,", ",Europe,total_0, ,2021-05-12,2026-01-12,0.88,0.87,1488
s,: ,North America,:,", quality1",2018-09-04,2024-08-01,0.89,0.81,540
: countryon 0a900,: o1,Europe,,: ,2019-09-30,2023-12-21,0.88,0.82,647
00,",oeordersrate",Europe,delivery8s:, ,2018-11-22,2025-05-05,0.92,0.77,1011
: ,"totalorders5.,73.0: ",Europe,a8T00.-a008aqualitysuppliernsupplied}._s,enda,2018-05-10,2024-12-18,0.93,0.86,1364
{supplier.supplier-_00,_9orderso,North America,", ",,2018-07-01,2025-09-17,0.82,0.78,1866
",o-8_email",ss,Europe,e,-endtotal,2021-01-12,2023-08-21,0.87,0.87,1236
",",- ,Latin America,,: {,2020-03-30,2025-09-01,0.85,0.83,1355
_:rate_,} ,Europe,", ", ,2021-07-14,2024-08-22,0.93,0.77,2427
contact 0:7SUP,", ",North America,: ,__,2020-01-03,2021-12-01,0.87,0.82,665
:@ae,-450}oregion00 ,Latin America,", ",A_  ,2018-12-30,2021-12-01,0.92,0.77,1332
name,",_on-@",Europe,4:{0country ,_name,2018-08-04,2022-12-11,0.82,0.87,995
"9__, ", ,Europe,: ,:: ,2018-11-30,2026-01-12,0.83,0.79,993
contract_,00,Asia Pacific,contract_, 0name_4T000,2020-08-14,2024-03-13,0.82,0.88,3021
:00,", ",North America,"{,ss",: ,2021-07-22,2025-01-14,0.82,0.88,1218
", ","}_T00a003,rate",North America, 0,00,2019-07-10,2025-03-01,0.89,0.77,1569
",supplier,-",: ,Europe,a:name}i:_time,. ,2018-05-17,2024-04-30,0.82,0.88,1952
supplier_,",time ",Asia Pacific,}: ,contactsupplied00o,2019-11-29,2022-04-27,0.93,0.81,853
2,: ,Europe,total,45,2020-05-12,2026-01-12,0.86,0.82,1015
:delivery8_adelivery_end}8: ,: ,Europe,: ,: ,2020-07-25,2024-06-21,0.82,0.88,1460
",1__:contractend ","region,5countrycontract ",Asia Pacific,,supplier,2018-07-21,2024-05-07,0.93,0.81,642
,,North America,",ratesuppliername-",", ",2020-07-20,2022-06-12,0.88,0.82,3120
", ",country}1 ,Asia Pacific,contract_start}-1_,: 00,2020-03-28,2022-07-30,0.86,0.88,3026
"A, ",:.. {,Latin America,country-: ,"5s_end, ",2019-07-05,2023-09-18,0.93,0.77,1359
",e, ",end,Latin America,start, ,2020-05-07,2025-01-14,0.86,0.77,1245
suppliercontract_supplied,,Asia Pacific,contact-,00-supplieremail,2019-11-02,2025-01-21,0.83,0.81,1015
delivery__,s ,Latin America,regionon_00,o_,2021-05-03,2022-11-02,0.82,0.81,1456
countryenddata{,,Asia Pacific,region67,_,2018-11-03,2022-11-30,0.86,0.82,2106
ssidquality_n,country ,Latin America,:04,",_ ",2018-05-10,2022-12-22,0.91,0.77,1013
: ,,North America,-8emailT00:_00,,2020-11-22,2024-02-18,0.87,0.81,2844
,"contract__9, ",Asia Pacific,contactordersscore,:00--n00}7suppliercontractorders5id,2020-02-12,2021-12-01,0.88,0.8,917
_-0-end7_,contract}_-00}sa{stime-,Europe,email ,": 0.-T00,, ",2020-09-22,2023-12-04,0.86,0.88,1214
",, ",_.,Europe,A , 0. ,2020-02-17,2023-12-02,0.87,0.83,887
 ,{,Europe,total,_@id_00email,2018-05-10,2024-01-05,0.92,0.87,821
 ,s,Middle East & Africa,_:SUP@ ,.contract,2021-07-18,2021-12-01,0.91,0.77,1448
":, ",: ,Europe," {onemail219,4end00idl",suppliersuppliedcontracta_,2019-01-03,2024-02-01,0.91,0.8,868
SUP ,"., ",North America,00__name4time1,s,2020-12-29,2023-12-01,0.92,0.87,881
: ,: 0_,North America,}esupplier,,2018-05-10,2024-05-12,0.86,0.77,689
: ,contract00_: ,Europe,: ,7_}l,2020-01-03,2024-03-08,0.84,0.77,645
{00{5001: ,:score_,Latin America,_ ,country 0T00_,2018-06-23,2024-03-14,0.93,0.85,559
supplier_-:,A,Europe,delivery,: ,2021-05-15,2024-12-21,0.93,0.88,2196
5countryqualityorders_email,_-:,Middle East & Africa,: ,: ,2018-07-18,2026-01-12,0.86,0.85,1570
", ",contractcontractsupplierna_5,Latin America,email__.}4-{name,: ,2018-12-18,2023-12-14,0.93,0.87,3100
: 1 , ,North America,: ,: -,2020-12-01,2023-12-20,0.82,0.85,1344
countrycountry_9}onorders8,totalo_9e_score:},Europe,: ,totalonorders_delivery,2020-07-01,2022-01-26,0.93,0.82,1021
_ @contract-:end: ,"-, _name2,,-00_rate9ntotala}-00-400-91}2T00 ",Asia Pacific,,} ,2018-07-21,2022-02-12,0.89,0.88,1347
{,", ",Europe,": 0{, ", ,2021-02-17,2021-12-01,0.82,0.78,1566
: ,"totalsupplier-,}9",North America,",00 ",: name,2021-06-12,2026-01-01,0.93,0.85,645
contract_, ,Europe,}4{, ,2019-05-15,2022-02-14,0.88,0.82,2956
:_end,datacountrys,Europe,",",",onamei_",2021-06-01,2021-12-01,0.92,0.8,564
: ,__,Asia Pacific, ,o8aai,2020-11-12,2022-09-04,0.87,0.77,1283
", ",countrysuppliedid_,Asia Pacific,e9008pT0000,quality_,2018-05-10,2021-12-01,0.88,0.88,805
,: ,Europe,S ,_ ,2021-02-01,2024-01-24,0.93,0.77,2037
 , ,North America, 0: ,":, ",2019-07-10,2022-03-01,0.87,0.77,1494
"nameorders00:,8}ratecountry",qualitysupplied,Asia Pacific,"8supplied,supplier_onn: ","aT00-, ",2020-04-20,2023-09-14,0.82,0.82,551
00end,"quality, ",Europe,-a,2_0,2019-12-30,2023-03-25,0.82,0.81,544
00-, 0a_T001 0-contract__total_id:_email:,Europe,:odelivery{orderstime5p , ,2018-11-14,2026-01-12,0.92,0.77,3114
",_",", ",Asia Pacific,on ,totaltime,2019-10-22,2026-01-12,0.92,0.84,2114
: ,:,Middle East & Africa,51 ,": 0:,-",2020-09-10,2026-01-12,0.92,0.81,1027
 ,", ",Latin America,: ,":on:region5email}, ",2021-07-12,2022-12-01,0.82,0.84,1898
", ",.delivery ,Asia Pacific,"202@,delivery79{_}email1contract-_id9_ 00",name,2019-02-05,2023-02-04,0.82,0.77,1135
", ",on__: ,Asia Pacific,_orderscountry,:00,2018-11-05,2025-07-06,0.85,0.82,938
5:,a-score ,Asia Pacific,", ",,2021-06-22,2026-01-12,0.86,0.87,1245
"}, ",totalratep,Asia Pacific,5,region,2021-07-22,2025-01-25,0.93,0.77,2515
idcontact8:: id:._supplier,:00,Latin America,email8,region__-1::o.T00}3SUP,2018-11-05,2023-01-25,0.82,0.83,1286
region,8 ,Europe,"supplierend, ",supplier.,2018-05-10,2022-04-19,0.88,0.86,2514
Sa ,,Europe,0863-n ,",quality ",2021-07-22,2024-04-01,0.82,0.85,1379
country4region,asupplied,North America,Ae,,2019-12-13,2026-01-12,0.92,0.88,3100
_,_: ,Europe,,: ,2020-11-12,2024-01-29,0.83,0.88,1256
contract,"{, ",Latin America," 0,-suppliedsupplierend-2__T00: ",: ,2020-01-26,2025-04-21,0.93,0.87,3037
 0_SUP_time,:supplierdelivery,Europe,00qualityeT00_orders00,_emailo-00,2021-07-22,2025-03-14,0.83,0.88,1452
SUPscore__T00}.}i@rate,_:_starttimedeliveryend-suppliedstart._supplied,North America, ,",{",2018-09-14,2022-09-05,0.83,0.83,1004
S,data,Europe,", ",",__time300a8",2018-06-20,2023-05-10,0.93,0.79,1572
: ,:,Asia Pacific,supplier_,on,2020-05-05,2025-03-12,0.83,0.77,868
", ",,Europe, ,{,2020-09-01,2023-12-14,0.93,0.83,2186
l,end,Europe,":00}, ",: ,2019-10-22,2022-04-03,0.93,0.86,540
qualityn,,Latin America,", ",",_,_7 ",2021-07-22,2021-12-01,0.91,0.77,1572
- ,: ,Middle East & Africa, ,_,2021-06-20,2023-09-26,0.84,0.86,2107
on ,supplier,Europe,e,a,2019-09-18,2026-01-12,0.86,0.87,2858
country8a,"_8datasuppliedi@rate, ",Asia Pacific,", ","00__orders, ",2020-07-30,2024-04-30,0.89,0.88,1118
contact,SUP,Asia Pacific,SUP_rate90,o,2021-01-22,2023-01-18,0.93,0.83,1551
start.ende,":, ",North America," contact_,i- ",7,2019-10-03,2026-01-12,0.93,0.77,1360
: ,: ,Middle East & Africa,: 00,:quality00supplier_.,2019-12-27,2023-09-04,0.82,0.84,2315
-n00,8,Europe,",supplier ",: 0_ ,2021-07-22,2022-06-09,0.82,0.83,2127
", ",,North America,: ,email,2018-08-03,2022-10-10,0.86,0.81,2999
",  ","1-@1.n s9, ",Europe,", -contacts ",data3,2018-07-09,2021-12-01,0.82,0.85,2123
delivery@o,.id,Latin America,:__,:region ,2018-06-22,2024-07-01,0.88,0.77,2118
name00,_}0,Middle East & Africa,,:_ ,2019-07-12,2021-12-20,0.84,0.88,2422
", ",00orders}00 0 ,Latin America,:00: ,",",2020-04-11,2025-05-10,0.93,0.84,2263
:00}oid13,00,North America,: }rateS ,}00,2019-03-14,2024-12-14,0.93,0.87,3110
_rate{__ ,00country,North America,", ",-s ,2019-08-10,2024-03-18,0.82,0.78,579
: ,contract:data,Europe,contract, --12_{}rate,2020-03-21,2026-01-12,0.93,0.87,1897
9 ,,Asia Pacific,name,_,2018-11-03,2022-11-05,0.86,0.83,979
,S:supplied_}contract_-9econtracton_delivery},Asia Pacific,s,: 0:_0,2020-03-22,2023-03-12,0.83,0.82,613
 ,",9",Asia Pacific,2@}email@,:-0000id}8: ,2018-07-10,2022-01-05,0.83,0.88,3107
9-__,a {,Europe,",a ", ,2018-05-10,2024-07-02,0.82,0.86,932
_ ,: ,North America,"region, countryp8",:_-T00}..p,2018-06-05,2023-11-01,0.89,0.77,2103
supplier.-_deliveryrate,:7delivery_1_,Latin America,":deliverytime_a_,nameidcontact",contract_:,2018-05-10,2021-12-01,0.88,0.81,1249
"::rate.supplied, ", ,Latin America,region,supplier100,2019-01-17,2023-03-02,0.82,0.88,759
:. },":score, ",Asia Pacific,.,quality:end8 ,2018-05-26,2025-11-08,0.84,0.84,2106
: ,: ,Latin America,: ,--{,2021-04-21,2024-08-21,0.86,0.77,713
,":, ",Asia Pacific,_,contract_name,2021-01-01,2024-05-29,0.84,0.88,1221
T00i}_-00-:2delivery_-,.,Europe,8n_},"}l-- 0,i,,_supplied",2018-07-18,2025-04-07,0.83,0.82,1552
:5-orders-o,.003{_ ,Europe,}contract1eT00,00contractidT00contractdeliveryid,2018-05-10,2021-12-01,0.82,0.88,1242
",scores-0",.score8time: ,Europe,:,,2018-09-18,2026-01-12,0.93,0.88,898
region,: ,Europe,contract_ ,p,2021-07-12,2026-01-12,0.93,0.87,650
 ,",}",Asia Pacific,: ,7 ,2019-09-16,2026-01-10,0.89,0.86,1018
: ,ondeliveryemail3quality,Europe,_:008,supplier_endT00: ,2019-07-01,2025-07-14,0.82,0.83,1973
":,_supplied",aid,North America,0047,,2019-12-22,2024-02-02,0.83,0.78,3103
 ,:p.{,North America,: ,: : ,2019-05-20,2025-07-03,0.86,0.81,2103
region-00,"2, ",North America,", ",. ,2018-05-10,2026-01-12,0.82,0.81,3116
 ,: ,North America,total_contract9_delivery,:o,2018-05-10,2023-07-23,0.88,0.77,2112
00, ,Europe,oncountry ,s216 ,2020-11-01,2023-07-22,0.82,0.85,2922
le ,,Asia Pacific,", ",",start",2020-12-05,2024-09-11,0.84,0.77,720
:e6: ,":, ",Europe,,supplier_end,2020-11-30,2026-01-12,0.93,0.88,2117
:.icid}scoree,supplier08country 0.8,Middle East & Africa,", ","supplier, semail",2018-05-10,2024-08-12,0.85,0.81,1004
: ,", ",Asia Pacific,S- 0timeT00,",:0000_supplier",2018-06-14,2026-01-12,0.83,0.87,654
s-,: ,North America,total{}time},: ,2021-07-02,2024-02-14,0.9,0.82,559
"scontract,endoon00datarateend",region: ,Asia Pacific,"supplierid_end,9, ",",p",2021-07-22,2023-12-14,0.89,0.8,1226
: ,", ",North America,_,2-12_4:score,2021-05-21,2026-01-12,0.86,0.87,719
_supplied 0 0oquality,start,Europe, ,T00l5supplied,2019-07-21,2022-07-18,0.93,0.87,2640
{, ,North America,SUP ,": 0,",2021-07-22,2023-01-13,0.93,0.87,1290
"T00, ",: {{{,Asia Pacific,-_,start_ ,2021-02-10,2024-11-20,0.82,0.77,707
:_rate,: ,Asia Pacific,: _, ,2020-12-02,2024-11-12,0.93,0.77,1726
 ,@a@supplier ,Europe, ,ratesupplier ,2018-05-10,2023-11-12,0.86,0.83,652
:,__,Latin America,{,1: ,2018-11-15,2024-01-14,0.83,0.82,1249
00_,":, scorecontract",Europe,: , ,2019-07-26,2023-09-18,0.82,0.86,995
: ,_end0,Asia Pacific,,countryorders1__00,2018-09-06,2026-01-12,0.93,0.86,1018
contact_ 0,total_norders_start2name,Asia Pacific,_-,namee,2021-02-15,2022-03-14,0.82,0.88,892
9: ,,Latin America,", ",ncontract_0id,2020-01-22,2026-01-12,0.93,0.77,911
"-onoa,200end",", ",Europe,e5T00,contract__:0score_,2018-08-05,2023-07-18,0.89,0.87,2766
"total_orders0_1, ",on ,Latin America,4 ,: {,2019-05-17,2024-09-01,0.82,0.87,1089
data ,:{,Asia Pacific,",n ",,2018-09-12,2026-01-12,0.87,0.88,916
", ",s 0-00s700,Europe,contract ,total,2021-07-22,2022-03-12,0.93,0.77,2103
__ 0iddeliveryratesratep_.},_score:-,Europe,delivery_time0,:56_o: ,2019-03-18,2026-01-12,0.9,0.84,1345
", ","contact-contact9,",Middle East & Africa, e,supplied00,2019-06-18,2025-05-20,0.82,0.83,1552
":_9.aa8-T00_:,id",:supplier5T00suppliersupplier,Europe,supplier}-{_,end{,2019-07-22,2023-04-14,0.93,0.84,981
"{time, ",2: ,Latin America,: ,datacontract 0,2018-05-10,2025-12-01,0.82,0.88,2178
-,: ,North America,: ,2021 ,2019-02-05,2021-12-01,0.82,0.78,982
}00-_p8nsupplier00,: ,Asia Pacific,.time-12,",_supplieremailorders0",2020-12-08,2024-04-13,0.82,0.81,1344
quality00,_contactorders_0T00: ,North America,",, ", 0__aesuppliedend7,2020-05-30,2025-03-08,0.87,0.82,987
_orders200,}- ,Latin America,", ",2: _start2a00:00-: ,2020-07-22,2025-09-05,0.86,0.81,871
-}1enscore,contact ,Europe,}aSUPT00contact,",region}2",2019-09-10,2021-12-01,0.82,0.88,1202
 ,quality-,North America,:id,,2019-12-20,2024-05-12,0.92,0.81,1890
{,,Middle East & Africa,,a,2019-01-25,2023-09-01,0.82,0.82,704
SUP {,,Europe,",id",A00--T00scoreia ,2018-11-27,2025-10-12,0.83,0.82,3114
: ,: ,North America,suppliers-deliverycontract_ ,_: ,2018-07-22,2022-03-09,0.82,0.88,980
: , ,North America,contractende,supplier00,2018-07-21,2024-01-10,0.82,0.88,1272
: oorders, ,North America,,total-_orders:.-_:,2021-07-01,2025-04-22,0.9,0.8,1383
: 0,,Asia Pacific,: ,-,2020-05-03,2023-07-21,0.87,0.83,1254
"supplierT00supplier, ",: {,Middle East & Africa,",",supplier{_,2019-03-17,2021-12-01,0.88,0.77,1523
,} ,North America,: ,",  Ssupplieremail_",2019-07-12,2022-12-14,0.93,0.87,1894
: ,",orders ",Europe,8 total,: ,2018-09-21,2026-01-12,0.9,0.83,3120
contact,", ",North America,qualityonend67s8_-,",lendorders, ",2020-06-30,2024-05-02,0.89,0.83,965
-id3country ,}8- ,Latin America,delivery8:suppliers,_scorescore ,2019-01-18,2026-01-12,0.93,0.8,1287
 0name__ ,- ,Asia Pacific,quality_,"country, contracteo 0",2020-09-30,2023-12-05,0.93,0.8,3110
}start,_ 0-quality1is ,Latin America,@,",supplied_",2019-09-12,2024-03-14,0.82,0.86,1953
: ,"00T00,isupplier:",Asia Pacific,,: ,2019-06-30,2023-04-02,0.87,0.87,2098
 ,_emailsupplier0,Europe,: ,regioncontract8,2018-09-20,2022-06-02,0.89,0.88,1246
"8countryon, ",,Latin America,"}T00n,  ",total__n_-scorestartnamea_email{: ,2018-05-10,2026-01-12,0.86,0.82,540
T00delivery,: 8,Middle East & Africa,@8-00: ,",n",2021-05-22,2023-01-14,0.86,0.83,1246
"on,__:-}00:region: ",,Europe, 0T00,: ,2021-03-10,2024-09-17,0.86,0.84,2788
: ,_email0a}6,Europe,s-}_email,-::-contract{: ona,2019-01-05,2022-07-12,0.82,0.77,714
on0_scoreend.l,_-1:eemail: ,North America,start__l,: ,2019-07-10,2023-06-05,0.82,0.8,1449
: ,,Europe,: 0 ,: {,2019-08-01,2021-12-01,0.89,0.81,752
delivery,SUP_quality_score00{,Latin America,emailn_- 0_.9s_,region,2021-07-22,2022-03-17,0.82,0.82,2121
"::0000, ",__,Asia Pacific,A__id,__score,2019-12-20,2023-07-21,0.87,0.8,546
", ",country,Latin America, ,", ",2019-09-12,2022-04-30,0.82,0.79,668
supplier ,: _contractdelivery__,Asia Pacific, ,_,2021-07-22,2022-03-29,0.93,0.88,2274
data,8.9. ,Middle East & Africa, ,,2020-05-25,2022-11-01,0.92,0.88,1152
":_name,",{,Europe,,: ,2018-05-14,2025-07-21,0.93,0.78,1470
quality_contract,: ,Asia Pacific,_,"a8,_001",2018-08-25,2025-04-10,0.88,0.87,745
", ",delivery___ ,Asia Pacific,___.,"8, ",2018-05-10,2023-03-22,0.83,0.77,1019
 ,"data, ",North America, ,"SUP_19contract,_start,-1",2021-03-23,2021-12-01,0.82,0.82,1366
_,otime ,North America,,@-,2019-07-14,2024-03-30,0.82,0.85,943
", ",_ ,North America,: ,contract_2ratescore-:00: ,2021-07-22,2024-09-17,0.93,0.8,663
: ,00scoreordersa,North America,,-on4supplier9quality: ,2020-06-01,2024-11-12,0.82,0.83,1006
"o-04email,",:end ,Latin America, ,: ,2020-12-20,2022-06-13,0.82,0.83,879
", ",}-} ,Asia Pacific,}4SUP,:: ,2021-07-17,2026-01-12,0.84,0.86,1179
"9:on_,deliveryemail_ 0on_9o ","contractregion,, ",Middle East & Africa, 000e}ic,,2020-02-03,2023-01-07,0.93,0.85,984
 ,: ,Europe,: ,regionorders ,2018-05-10,2025-12-04,0.93,0.87,919
500,: ,Asia Pacific,country,contractid9_-,2019-03-17,2026-01-12,0.93,0.82,1341
contract,email.- 0,North America,00,on}pcountry,2020-06-10,2025-09-30,0.93,0.88,649
,a,Latin America,}rate}-,_:_start,2018-07-12,2026-01-12,0.82,0.81,979
 : ,: ,Asia Pacific,supplieremail, ,2021-03-05,2022-09-11,0.88,0.77,739
: ,,Europe,contract ,",supplier00",2020-07-24,2024-12-18,0.93,0.86,724
,:-,Middle East & Africa,"_,  0contract-0._0supplier_orders_email1-",:00,2018-07-05,2022-04-18,0.93,0.85,709
:.8{ ,pnstarton__id91delivery,Europe,contract,":, ",2019-01-21,2024-09-25,0.93,0.83,1239
,contractsSUP}orders send},Latin America,}{-}o,:00,2021-07-22,2024-12-09,0.88,0.86,3120
_e,: ,Middle East & Africa,: ,0quality,2019-07-20,2024-06-17,0.93,0.83,645
: ,", -ocontract_-: ",Latin America,", ",9} ,2019-07-01,2024-06-03,0.93,0.81,1859
total_8,00_8contract9i,Asia Pacific,: 0,:_3_9on,2019-12-18,2024-12-05,0.87,0.82,1484
-00,"_,: ",Asia Pacific,quality_,econtract_start,2018-06-22,2023-01-01,0.93,0.88,1020
SUPT001::00,contract-time_email_supplied,Europe,: ,,2018-09-22,2026-01-12,0.92,0.83,889
",delivery",", 8startsupplier{",Asia Pacific,:00rate00,", ",2018-05-22,2022-12-05,0.84,0.87,1941
rate:,: ,Europe,: ,: ,2019-11-13,2025-01-20,0.87,0.84,544
onorders___00,_,North America,,":@, ",2019-12-17,2023-02-12,0.86,0.88,750
",o",T00.-o,Europe,8,contractquality_idend_ 05score,2018-05-10,2026-01-06,0.9,0.83,2121
supplier_score,}__,Europe,00_: ,2 ,2021-07-22,2024-06-21,0.82,0.87,2013
: 1,: ,Middle East & Africa,:s,"-_: , ",2018-05-10,2024-01-03,0.89,0.88,1545
: ,00score,Latin America,,: ,2019-08-30,2024-07-29,0.84,0.77,1966
":startp,-1T00",SUP,Europe,00,: ,2020-11-05,2026-01-12,0.93,0.77,1814
,,Latin America,0,}}SUP,2018-07-30,2024-09-01,0.89,0.77,714
", ",countryon.,North America,region{86_n,,2020-10-14,2022-12-12,0.93,0.86,2827
,name,Europe,,supplierT00{.__orders,2020-06-08,2024-01-10,0.86,0.77,1019
: ,sscore 0_id,Europe,", email",: ,2021-07-20,2023-12-12,0.89,0.82,3006
s ,supplier___supplied,Asia Pacific,:_,} ,2018-08-05,2025-02-12,0.92,0.85,2798
:00id,{,North America,T00SUP,"8, ",2020-10-03,2022-02-14,0.84,0.87,1452
: ,",,4 ",Europe,supplier_0}6,9_SUP,2019-07-03,2024-01-18,0.89,0.85,1282
: ,", ",Middle East & Africa,: ,}SUP,2018-09-12,2023-12-30,0.82,0.86,1013
country@ ,"-,-03T00",North America,"_irate_, ",,2020-02-12,2026-01-12,0.93,0.86,2829
a@,:8},Middle East & Africa,supplier_,supplied.eorders6.,2019-07-12,2023-12-05,0.82,0.82,3079
:{,", ",Latin America,: totall2,", ",2021-03-20,2024-04-11,0.92,0.86,1324
___ , 0,North America,- o,,2020-08-12,2024-01-11,0.82,0.87,1893
}0orders8i,00: ,Asia Pacific,.s,: ,2020-11-18,2023-05-09,0.92,0.88,1507
SUP9,on: emailidname,Europe,",59a.9_time ",: ,2018-05-10,2023-06-01,0.82,0.77,1574
",:  000",data-@_contractT00delivery,Europe,-202 ,00-T00_ ,2021-06-30,2025-12-29,0.83,0.78,1350
"on88time, ",: ,Latin America,: ,",- ",2019-07-22,2023-08-30,0.93,0.88,1238
",1, :00.on_o48T00o",:_.,North America,", ",: 8:.s,2020-05-21,2023-09-05,0.82,0.79,2119
00}suppliedid58supplier,:00quality__rate00contract ,Europe,: 0SUP},SUPratecontact 0.id,2021-07-09,2025-04-29,0.92,0.82,2288
countrysupplierscoreendquality_}rate:l0} ,:,Latin America,:: ,: ,2020-11-05,2022-12-12,0.83,0.85,3102
"on-, ",T00: ,Latin America,: ,supplier,2018-12-03,2024-12-18,0.82,0.87,997
",start ","-,} ",North America,totalendidT00_-:SUP ,:name,2019-12-01,2024-03-12,0.83,0.81,775
202-,2026_rate00_s_,Asia Pacific,country00,: ,2020-11-29,2024-03-12,0.93,0.78,1872
rate____,:: ,Asia Pacific,: ,00:,2021-01-02,2023-10-04,0.82,0.8,1302
supplier_ordersid5e4: ,.delivery@score@,Middle East & Africa,"contract 0rate, ",,2020-05-12,2024-12-24,0.82,0.88,3117
"supplier, ",7,Europe,: ,A ,2019-02-08,2022-05-12,0.82,0.81,3106
2,", ",North America,:}deliveryiltime ,",__start ",2019-12-15,2023-09-15,0.83,0.77,3014
: ,contract,Latin America,,ao,2018-05-10,2024-04-12,0.93,0.78,549
,}id ,Europe,: ,_end ,2021-07-22,2025-02-24,0.86,0.87,1250
,",, 00SUPstarto127 0",Asia Pacific,", ",contact ,2021-03-01,2023-03-14,0.88,0.77,3024
contract,,Asia Pacific,SUPT003country ,-o_ {,2018-05-20,2022-06-11,0.88,0.88,2121
region,"T00regionordersemail, -",Middle East & Africa,:. ,", ",2021-07-22,2023-12-20,0.93,0.88,1029
}2orders00-country9email_T00:: ,,Europe,,} ,2021-01-22,2025-01-12,0.82,0.79,1014
country,: ,Latin America,.:00 ,:,2020-07-03,2023-03-18,0.93,0.88,588
_a0,"country,_800.",Europe,totalquality00,"00 }supplier, ",2020-09-30,2022-09-02,0.93,0.87,1986
contact,: ,Europe,contractdelivery:00.start,@supplier_0T00}es,2019-07-29,2025-01-01,0.82,0.87,737
_ {,SUP__00SUP9:,Middle East & Africa,4,-,2019-07-15,2026-01-12,0.82,0.81,641
",. -T00e",",  ",North America,202,", ",2018-05-10,2025-04-11,0.93,0.82,2119
 ,region_a end,North America,:_score,T00_email,2021-07-22,2024-07-17,0.93,0.88,1487
,supplierqualityscore,Middle East & Africa, ,"-@7_., ",2020-07-20,2024-05-14,0.82,0.87,3108
: ,:_ 01_orderssupplied,Asia Pacific,_,", ",2020-03-14,2024-01-20,0.88,0.86,865
: _00,,Middle East & Africa,:e8l,00,2021-05-30,2022-01-21,0.87,0.85,3114
 00000sa,5total,Europe,,:dataemailsupplied,2021-07-22,2026-01-12,0.88,0.88,1247
"-_,7",: ,Europe,contact8quality,: ,2019-09-12,2024-06-12,0.93,0.87,550
_: ,", supplied_country",Europe,_start 0qualitystart,: @,2018-09-21,2021-12-01,0.86,0.81,910
{,___,North America,supplier ,end,2020-12-12,2023-07-04,0.85,0.77,1904
,",",Middle East & Africa,"@,",00,2018-12-20,2024-02-08,0.88,0.88,695
, 4-on{score_,North America,", ",4,2020-01-24,2026-01-05,0.93,0.81,723
: ,:00contractcontract_.,Europe,:00, 0countryp-_{,2021-07-02,2023-12-17,0.93,0.88,1298
